IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_INEXISTENTE;IN_SALA_DIRETORIA;IN_LABORATORIO_INFORMATICA;IN_BANHEIRO_DENTRO_PREDIO;IN_SECRETARIA;IN_AUDITORIO;IN_LAVANDERIA;IN_EQUIP_TV;IN_EQUIP_COPIADORA;IN_EQUIP_IMPRESSORA;IN_BANDA_LARGA;IN_EDUCACAO_INDIGENA;IN_COMUM_EJA_FUND;TX_RESP_Q004_C;TX_RESP_Q015_A;TX_RESP_Q034_A;TX_RESP_Q041_C;TX_RESP_Q056_C
1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.23076923076923078;0.16666666666666666;0.4723618090452261;0.8837209302325582;0.34782608695652173
1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.18592964824120606;0.23255813953488372;0.043478260869565216
1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.11721611721611722;0.0;0.15075376884422112;0.13953488372093023;0.0
0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.19597989949748745;0.16279069767441862;0.0
0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.09523809523809523;0.08333333333333333;0.22110552763819097;0.3488372093023256;0.17391304347826086
1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.20146520146520147;0.08333333333333333;0.22613065326633167;0.3023255813953488;0.21739130434782608
0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.021978021978021976;0.0;0.010050251256281407;0.0;0.0
0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.08058608058608059;0.0;0.08040201005025126;0.046511627906976744;0.043478260869565216
1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.15384615384615385;0.0;0.18592964824120606;0.27906976744186046;0.08695652173913043
0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.054945054945054944;0.0;0.05025125628140703;0.046511627906976744;0.043478260869565216
1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.08058608058608059;0.0;0.10552763819095477;0.09302325581395349;0.0
0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.02564102564102564;0.0;0.010050251256281407;0.046511627906976744;0.0
0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.03296703296703297;0.08333333333333333;0.06030150753768844;0.06976744186046512;0.043478260869565216
1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.21245421245421245;0.25;0.2512562814070352;0.11627906976744186;0.08695652173913043
0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.32967032967032966;0.16666666666666666;0.3919597989949749;0.37209302325581395;0.043478260869565216
0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.16117216117216118;0.16666666666666666;0.3065326633165829;0.4883720930232558;0.2608695652173913
0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.05860805860805861;0.0;0.07537688442211055;0.11627906976744186;0.043478260869565216
0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.21245421245421245;0.25;0.3316582914572864;0.3953488372093023;0.17391304347826086
0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.1978021978021978;0.16666666666666666;0.20603015075376885;0.27906976744186046;0.08695652173913043
1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.05128205128205128;0.08333333333333333;0.05025125628140703;0.18604651162790697;0.0
0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.17216117216117216;0.3333333333333333;0.37185929648241206;0.3953488372093023;0.13043478260869565
0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.34065934065934067;0.25;0.5226130653266331;0.6976744186046512;0.21739130434782608
0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.014652014652014652;0.0;0.010050251256281407;0.0;0.0
