IN_AUDITORIO;IN_PATIO_COBERTO;NU_EQUIP_IMPRESSORA;NU_EQUIP_MULTIMIDIA;IN_EJA;IN_COMUM_EJA_MEDIO;TX_RESP_Q004_C;TX_RESP_Q004_F;TX_RESP_Q004_G;TX_RESP_Q004_H;TX_RESP_Q013_C;TX_RESP_Q018_B;TX_RESP_Q019_F;TX_RESP_Q023_F;TX_RESP_Q041_C;TX_RESP_Q042_B;TX_RESP_Q042_C
0.0;1.0;0.0;0.1875;0.0;0.0;0.13553113553113552;0.09302325581395349;0.125;0.12903225806451613;0.0;0.18823529411764706;0.023809523809523808;0.023255813953488372;0.046511627906976744;0.16363636363636364;0.11764705882352941
0.0;1.0;0.5;0.125;0.0;0.0;0.13186813186813187;0.06976744186046512;0.125;0.0967741935483871;0.018867924528301886;0.058823529411764705;0.09523809523809523;0.046511627906976744;0.13953488372093023;0.10909090909090909;0.058823529411764705
1.0;1.0;0.16666666666666666;0.0625;1.0;1.0;0.4249084249084249;0.4883720930232558;0.1875;0.5806451612903225;0.1509433962264151;0.5647058823529412;0.11904761904761904;0.13953488372093023;1.0;0.4727272727272727;0.4117647058823529
0.0;1.0;0.3333333333333333;0.1875;1.0;1.0;0.14285714285714285;0.046511627906976744;0.4375;0.22580645161290322;0.07547169811320754;0.11764705882352941;0.047619047619047616;0.046511627906976744;0.3488372093023256;0.14545454545454545;0.1764705882352941
0.0;1.0;0.16666666666666666;0.1875;1.0;1.0;0.14652014652014653;0.23255813953488372;0.25;0.3548387096774194;0.03773584905660377;0.3058823529411765;0.03571428571428571;0.0;0.3488372093023256;0.14545454545454545;0.4117647058823529
0.0;1.0;0.16666666666666666;0.0625;0.0;0.0;0.1282051282051282;0.023255813953488372;0.125;0.06451612903225806;0.05660377358490566;0.09411764705882353;0.047619047619047616;0.046511627906976744;0.09302325581395349;0.03636363636363636;0.11764705882352941
0.0;1.0;0.3333333333333333;0.125;1.0;1.0;0.1684981684981685;0.06976744186046512;0.0625;0.22580645161290322;0.09433962264150943;0.16470588235294117;0.14285714285714285;0.046511627906976744;0.023255813953488372;0.16363636363636364;0.058823529411764705
0.0;1.0;0.16666666666666666;0.1875;1.0;1.0;0.08424908424908426;0.023255813953488372;0.0;0.4838709677419355;0.03773584905660377;0.16470588235294117;0.03571428571428571;0.0;0.06976744186046512;0.19999999999999998;0.23529411764705882
0.0;0.0;0.0;0.125;0.0;0.0;0.42124542124542125;0.4883720930232558;0.375;0.29032258064516125;0.43396226415094336;0.49411764705882355;0.26190476190476186;0.27906976744186046;0.627906976744186;0.36363636363636365;0.6470588235294118
0.0;1.0;0.0;0.0;0.0;0.0;0.3992673992673993;0.4418604651162791;0.375;0.3225806451612903;0.33962264150943394;0.38823529411764707;0.08333333333333333;0.06976744186046512;0.41860465116279066;0.45454545454545453;0.058823529411764705
0.0;1.0;0.0;0.0;0.0;0.0;0.4065934065934066;0.023255813953488372;0.0625;0.0;0.1509433962264151;0.1411764705882353;0.08333333333333333;0.23255813953488372;0.13953488372093023;0.14545454545454545;0.0
0.0;1.0;0.16666666666666666;0.0625;1.0;1.0;0.21611721611721613;0.32558139534883723;0.625;0.3870967741935484;0.018867924528301886;0.4117647058823529;0.07142857142857142;0.046511627906976744;0.2558139534883721;0.5454545454545454;0.5294117647058824
0.0;1.0;0.0;0.0;0.0;0.0;0.12454212454212454;0.32558139534883723;0.25;0.3870967741935484;0.07547169811320754;0.38823529411764707;0.023809523809523808;0.046511627906976744;0.23255813953488372;0.43636363636363634;0.3529411764705882
0.0;1.0;0.0;0.1875;1.0;1.0;0.38095238095238093;0.3488372093023256;0.25;0.1935483870967742;0.18867924528301885;0.43529411764705883;0.16666666666666666;0.13953488372093023;0.3953488372093023;0.3090909090909091;0.29411764705882354
0.0;1.0;0.0;0.0;0.0;0.0;0.05128205128205128;0.06976744186046512;0.125;0.22580645161290322;0.018867924528301886;0.22352941176470587;0.0;0.023255813953488372;0.20930232558139533;0.16363636363636364;0.29411764705882354
0.0;1.0;0.16666666666666666;0.1875;0.0;0.0;0.12087912087912088;0.20930232558139533;0.5;0.22580645161290322;0.1509433962264151;0.21176470588235294;0.047619047619047616;0.06976744186046512;0.37209302325581395;0.34545454545454546;0.23529411764705882
0.0;1.0;0.16666666666666666;0.125;1.0;1.0;0.2271062271062271;0.32558139534883723;0.25;0.6129032258064516;0.2830188679245283;0.38823529411764707;0.08333333333333333;0.3023255813953488;0.3023255813953488;0.45454545454545453;0.3529411764705882
1.0;1.0;0.0;0.0;1.0;1.0;0.15018315018315018;0.09302325581395349;0.1875;0.0967741935483871;0.018867924528301886;0.1764705882352941;0.05952380952380952;0.023255813953488372;0.11627906976744186;0.16363636363636364;0.0
0.0;1.0;0.3333333333333333;0.125;1.0;1.0;0.09157509157509157;0.20930232558139533;0.0625;0.12903225806451613;0.018867924528301886;0.16470588235294117;0.011904761904761904;0.0;0.13953488372093023;0.18181818181818182;0.11764705882352941
1.0;1.0;0.0;0.0;0.0;0.0;0.3956043956043956;0.41860465116279066;0.9375;0.4193548387096774;0.2641509433962264;0.5058823529411764;0.23809523809523808;0.20930232558139533;0.7906976744186046;0.5454545454545454;0.8235294117647058
0.0;0.0;0.0;0.125;1.0;1.0;0.10989010989010989;0.09302325581395349;0.1875;0.22580645161290322;0.03773584905660377;0.23529411764705882;0.10714285714285714;0.09302325581395349;0.18604651162790697;0.16363636363636364;0.3529411764705882
1.0;1.0;0.0;0.125;0.0;0.0;0.09523809523809523;0.4418604651162791;0.75;0.45161290322580644;0.07547169811320754;0.29411764705882354;0.10714285714285714;0.0;0.4883720930232558;0.3818181818181818;0.5882352941176471
0.0;1.0;0.3333333333333333;0.25;1.0;1.0;0.09157509157509157;0.18604651162790697;0.375;0.16129032258064516;0.018867924528301886;0.21176470588235294;0.09523809523809523;0.046511627906976744;0.16279069767441862;0.18181818181818182;0.11764705882352941
0.0;1.0;0.16666666666666666;0.1875;0.0;0.0;0.12454212454212454;0.16279069767441862;0.3125;0.12903225806451613;0.07547169811320754;0.1411764705882353;0.07142857142857142;0.0;0.18604651162790697;0.16363636363636364;0.23529411764705882
0.0;1.0;0.0;0.125;1.0;1.0;0.2490842490842491;0.3488372093023256;0.5;0.12903225806451613;0.1509433962264151;0.44705882352941173;0.14285714285714285;0.11627906976744186;0.5116279069767442;0.19999999999999998;0.058823529411764705
0.0;1.0;0.0;0.0;1.0;1.0;0.30036630036630035;0.3488372093023256;0.25;0.12903225806451613;0.07547169811320754;0.3176470588235294;0.16666666666666666;0.16279069767441862;0.3023255813953488;0.19999999999999998;0.23529411764705882
0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.08424908424908426;0.023255813953488372;0.0625;0.06451612903225806;0.018867924528301886;0.047058823529411764;0.03571428571428571;0.046511627906976744;0.0;0.03636363636363636;0.11764705882352941
0.0;1.0;0.16666666666666666;0.125;0.0;0.0;0.03296703296703297;0.023255813953488372;0.0;0.22580645161290322;0.018867924528301886;0.08235294117647059;0.0;0.0;0.09302325581395349;0.09090909090909091;0.1764705882352941
0.0;1.0;0.16666666666666666;0.0625;0.0;0.0;0.10989010989010989;0.23255813953488372;0.3125;0.3870967741935484;0.03773584905660377;0.18823529411764706;0.0;0.023255813953488372;0.32558139534883723;0.21818181818181817;0.47058823529411764
1.0;1.0;0.16666666666666666;0.125;0.0;0.0;0.06227106227106227;0.023255813953488372;0.0625;0.0;0.018867924528301886;0.023529411764705882;0.03571428571428571;0.023255813953488372;0.023255813953488372;0.01818181818181818;0.0
1.0;1.0;0.16666666666666666;0.4375;1.0;1.0;0.12087912087912088;0.13953488372093023;0.125;0.16129032258064516;0.11320754716981132;0.21176470588235294;0.13095238095238093;0.11627906976744186;0.13953488372093023;0.12727272727272726;0.23529411764705882
1.0;1.0;0.16666666666666666;0.0;0.0;0.0;0.21245421245421245;0.5116279069767442;0.5;0.6129032258064516;0.09433962264150943;0.44705882352941173;0.10714285714285714;0.06976744186046512;0.5348837209302325;0.3818181818181818;0.5294117647058824
0.0;1.0;0.3333333333333333;0.125;0.0;0.0;0.08424908424908426;0.06976744186046512;0.1875;0.0;0.07547169811320754;0.07058823529411765;0.03571428571428571;0.023255813953488372;0.046511627906976744;0.09090909090909091;0.11764705882352941
0.0;1.0;0.0;0.125;1.0;1.0;0.047619047619047616;0.27906976744186046;0.6875;0.29032258064516125;0.11320754716981132;0.27058823529411763;0.047619047619047616;0.06976744186046512;0.41860465116279066;0.2909090909090909;0.5882352941176471
0.0;1.0;0.5;0.25;1.0;1.0;0.12454212454212454;0.13953488372093023;0.125;0.4838709677419355;0.05660377358490566;0.38823529411764707;0.07142857142857142;0.13953488372093023;0.32558139534883723;0.3818181818181818;0.29411764705882354
0.0;1.0;0.16666666666666666;0.1875;1.0;1.0;0.02564102564102564;0.046511627906976744;0.125;0.3870967741935484;0.03773584905660377;0.27058823529411763;0.011904761904761904;0.046511627906976744;0.13953488372093023;0.16363636363636364;0.5294117647058824
1.0;0.0;0.0;0.1875;0.0;0.0;0.1794871794871795;0.09302325581395349;0.0625;0.06451612903225806;0.20754716981132074;0.22352941176470587;0.047619047619047616;0.16279069767441862;0.18604651162790697;0.09090909090909091;0.1764705882352941
