CO_MUNICIPIO;IN_BIBLIOTECA_SALA_LEITURA;IN_REFEITORIO;IN_EQUIP_IMPRESSORA;NU_EQUIP_COPIADORA;NU_EQUIP_FOTO;IN_MATERIAL_ESP_NAO_UTILIZA;IN_EJA;IN_PROFISSIONALIZANTE;TX_RESP_Q004_C;TX_RESP_Q004_E;TX_RESP_Q005_A;TX_RESP_Q019_F;TX_RESP_Q027_B;TX_RESP_Q036_C;TX_RESP_Q036_E;TX_RESP_Q037_D;TX_RESP_Q039_D;TX_RESP_Q042_B;TX_RESP_Q043_A
0.13700461949915166;1.0;0.0;1.0;0.0;0.15384615384615385;1.0;1.0;0.0;0.04419889502762431;0.10606060606060606;0.043478260869565216;0.0;0.06666666666666667;0.06521739130434782;0.16666666666666666;0.18333333333333332;0.06666666666666667;0.13157894736842105;0.16666666666666666
0.14302212496960465;1.0;0.0;1.0;0.4;0.23076923076923078;1.0;1.0;0.0;0.18232044198895025;0.12121212121212122;0.08695652173913043;0.04081632653061224;0.2;0.13043478260869565;0.1111111111111111;0.06666666666666667;0.13333333333333333;0.0;0.12037037037037036
0.14903963044005764;0.0;0.0;0.0;0.0;0.07692307692307693;1.0;1.0;0.0;0.08839779005524862;0.07575757575757576;0.08695652173913043;0.061224489795918366;0.06666666666666667;0.07608695652173914;0.0;0.1;0.0;0.07894736842105263;0.12962962962962962
0.15505713591051062;1.0;0.0;1.0;0.2;0.15384615384615385;1.0;1.0;0.0;0.7071823204419889;0.5606060606060607;0.3913043478260869;0.3061224489795918;0.4666666666666667;0.5434782608695652;0.41666666666666663;0.43333333333333335;0.13333333333333333;0.15789473684210525;0.3611111111111111
0.16107464138099203;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.06629834254143646;0.06060606060606061;0.043478260869565216;0.061224489795918366;0.2;0.08695652173913043;0.19444444444444442;0.13333333333333333;0.13333333333333333;0.18421052631578946;0.16666666666666666
0.16107464138099203;1.0;0.0;1.0;0.4;0.15384615384615385;1.0;0.0;0.0;0.07734806629834254;0.06060606060606061;0.043478260869565216;0.061224489795918366;0.0;0.06521739130434782;0.1111111111111111;0.03333333333333333;0.06666666666666667;0.05263157894736842;0.07407407407407407
0.16709214685144502;1.0;0.0;1.0;0.4;0.15384615384615385;1.0;1.0;0.0;0.15469613259668508;0.07575757575757576;0.13043478260869565;0.04081632653061224;0.0;0.03260869565217391;0.1388888888888889;0.16666666666666666;0.06666666666666667;0.07894736842105263;0.12037037037037036
0.16709214685144502;1.0;0.0;1.0;0.4;0.15384615384615385;1.0;0.0;0.0;0.5082872928176796;0.21212121212121213;0.34782608695652173;0.14285714285714285;0.13333333333333333;0.31521739130434784;0.4722222222222222;0.26666666666666666;0.4666666666666667;0.05263157894736842;0.4074074074074074
0.16709214685144502;1.0;0.0;1.0;0.6000000000000001;0.23076923076923078;1.0;1.0;1.0;0.48066298342541436;0.7121212121212122;1.0;0.061224489795918366;1.0;0.33695652173913043;1.0;1.0;0.9333333333333333;0.763157894736842;1.0
0.173109652321898;1.0;0.0;1.0;0.6000000000000001;0.07692307692307693;1.0;1.0;0.0;0.39779005524861877;0.3484848484848485;0.34782608695652173;0.061224489795918366;0.4;0.3913043478260869;0.3611111111111111;0.4666666666666667;0.26666666666666666;0.2894736842105263;0.2685185185185185
0.173109652321898;1.0;1.0;1.0;0.4;0.07692307692307693;0.0;1.0;1.0;0.7955801104972375;0.4393939393939394;0.30434782608695654;0.26530612244897955;0.5333333333333333;0.5978260869565217;0.3333333333333333;0.6166666666666667;0.4;0.2631578947368421;0.5277777777777778
0.173109652321898;1.0;0.0;1.0;0.2;0.3076923076923077;1.0;0.0;0.0;0.3812154696132597;0.18181818181818182;0.043478260869565216;0.22448979591836732;0.0;0.31521739130434784;0.08333333333333333;0.16666666666666666;0.06666666666666667;0.10526315789473684;0.09259259259259259
0.173109652321898;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.11049723756906077;0.07575757575757576;0.08695652173913043;0.1020408163265306;0.06666666666666667;0.09782608695652173;0.0;0.06666666666666667;0.06666666666666667;0.07894736842105263;0.1111111111111111
0.173109652321898;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.39226519337016574;0.4393939393939394;0.30434782608695654;0.14285714285714285;0.13333333333333333;0.3913043478260869;0.4444444444444444;0.3;0.4;0.23684210526315788;0.48148148148148145
0.173109652321898;1.0;0.0;1.0;0.2;0.15384615384615385;1.0;1.0;0.0;0.3701657458563536;0.4545454545454546;0.3913043478260869;0.14285714285714285;0.3333333333333333;0.34782608695652173;0.38888888888888884;0.3833333333333333;0.3333333333333333;0.39473684210526316;0.4629629629629629
0.173109652321898;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1602209944751381;0.0;0.08695652173913043;0.02040816326530612;0.13333333333333333;0.09782608695652173;0.1388888888888889;0.06666666666666667;0.0;0.05263157894736842;0.12037037037037036
0.173109652321898;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.8674033149171271;0.7121212121212122;0.8695652173913043;0.42857142857142855;0.6;0.717391304347826;0.8333333333333333;0.7166666666666667;0.7333333333333333;0.5526315789473684;0.5092592592592592
0.173109652321898;1.0;0.0;1.0;0.4;0.15384615384615385;1.0;1.0;0.0;0.35359116022099446;0.3939393939393939;0.4782608695652174;0.12244897959183673;0.3333333333333333;0.19565217391304346;0.25;0.23333333333333334;0.06666666666666667;0.5;0.4074074074074074
0.173109652321898;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4198895027624309;0.07575757575757576;0.08695652173913043;0.2040816326530612;0.13333333333333333;0.30434782608695654;0.05555555555555555;0.11666666666666667;0.06666666666666667;0.07894736842105263;0.17592592592592593
0.1796134208606759;1.0;0.0;1.0;0.2;0.07692307692307693;1.0;1.0;0.0;0.425414364640884;0.13636363636363635;0.30434782608695654;0.6326530612244897;0.0;0.5;0.1111111111111111;0.15;0.06666666666666667;0.05263157894736842;0.06481481481481481
0.1796134208606759;1.0;1.0;1.0;0.0;0.15384615384615385;1.0;0.0;1.0;0.430939226519337;0.2272727272727273;0.4782608695652174;0.32653061224489793;0.26666666666666666;0.22826086956521738;0.5;0.2833333333333333;0.3333333333333333;0.23684210526315788;0.6759259259259259
0.1796134208606759;0.0;0.0;1.0;0.2;0.07692307692307693;1.0;1.0;0.0;0.15469613259668508;0.21212121212121213;0.21739130434782608;0.02040816326530612;0.13333333333333333;0.10869565217391304;0.3333333333333333;0.2;0.26666666666666666;0.2631578947368421;0.3796296296296296
0.18563092633112888;1.0;0.0;1.0;0.0;0.07692307692307693;1.0;1.0;0.0;0.47513812154696133;0.09090909090909091;0.08695652173913043;0.2040816326530612;0.26666666666666666;0.30434782608695654;0.25;0.25;0.06666666666666667;0.13157894736842105;0.09259259259259259
