IN_COMUM_FUND_AF;TX_RESP_Q036_C;TX_RESP_Q037_D;TX_RESP_Q041_B;TX_RESP_Q060_B
0.0;0.18478260869565216;0.06666666666666667;0.21428571428571427;0.1826086956521739
1.0;0.08695652173913043;0.08333333333333333;0.19642857142857142;0.13043478260869565
1.0;0.2391304347826087;0.31666666666666665;0.33928571428571425;0.2521739130434783
1.0;0.16304347826086957;0.3;0.39285714285714285;0.22608695652173913
1.0;0.043478260869565216;0.03333333333333333;0.11607142857142856;0.07826086956521738
1.0;0.03260869565217391;0.15;0.08035714285714285;0.1217391304347826
0.0;0.25;0.0;0.08928571428571427;0.2565217391304348
0.0;0.18478260869565216;0.21666666666666667;0.33035714285714285;0.3304347826086957
0.0;0.14130434782608695;0.06666666666666667;0.21428571428571427;0.07391304347826087
0.0;0.11956521739130435;0.05;0.15178571428571427;0.1391304347826087
1.0;0.043478260869565216;0.016666666666666666;0.1875;0.1217391304347826
1.0;0.15217391304347827;0.2;0.29464285714285715;0.21739130434782608
0.0;0.21739130434782608;0.2;0.09821428571428571;0.1956521739130435
0.0;0.2391304347826087;0.16666666666666666;0.26785714285714285;0.2695652173913044
0.0;0.20652173913043478;0.16666666666666666;0.2232142857142857;0.24782608695652172
1.0;0.05434782608695652;0.06666666666666667;0.17857142857142855;0.1391304347826087
0.0;0.16304347826086957;0.05;0.16964285714285712;0.20434782608695654
0.0;0.21739130434782608;0.23333333333333334;0.49107142857142855;0.30000000000000004
1.0;0.19565217391304346;0.0;0.08928571428571427;0.1826086956521739
0.0;0.09782608695652173;0.05;0.08928571428571427;0.10869565217391304
1.0;0.08695652173913043;0.1;0.08928571428571427;0.09130434782608696
1.0;0.14130434782608695;0.03333333333333333;0.21428571428571427;0.05217391304347826
1.0;0.010869565217391304;0.0;0.008928571428571428;0.026086956521739132
0.0;0.14130434782608695;0.016666666666666666;0.125;0.1565217391304348
1.0;0.14130434782608695;0.1;0.14285714285714285;0.06956521739130435
1.0;0.03260869565217391;0.05;0.0625;0.03913043478260869
0.0;0.21739130434782608;0.1;0.11607142857142856;0.06521739130434782
1.0;0.15217391304347827;0.1;0.1607142857142857;0.1217391304347826
1.0;0.19565217391304346;0.48333333333333334;0.3482142857142857;0.22608695652173913
0.0;0.08695652173913043;0.18333333333333332;0.04464285714285714;0.10869565217391304
1.0;0.09782608695652173;0.016666666666666666;0.10714285714285714;0.0608695652173913
0.0;0.18478260869565216;0.1;0.0625;0.13478260869565217
1.0;0.08695652173913043;0.08333333333333333;0.08928571428571427;0.06956521739130435
1.0;0.03260869565217391;0.06666666666666667;0.08035714285714285;0.05217391304347826
1.0;0.16304347826086957;0.05;0.19642857142857142;0.0608695652173913
0.0;0.08695652173913043;0.0;0.03571428571428571;0.06521739130434782
0.0;0.45652173913043476;0.08333333333333333;0.29464285714285715;0.4
0.0;0.30434782608695654;0.16666666666666666;0.3125;0.32173913043478264
0.0;0.08695652173913043;0.11666666666666667;0.2232142857142857;0.17391304347826086
0.0;0.11956521739130435;0.16666666666666666;0.26785714285714285;0.23478260869565218
