TX_RESP_Q019_F;TX_RESP_Q004_C;IN_COMUM_FUND_AF;TX_RESP_Q038_A;TX_RESP_Q042_B;TX_RESP_Q018_B;TX_RESP_Q004_H;TX_RESP_Q013_C;TX_RESP_Q004_F;TX_RESP_Q041_C;TX_RESP_Q004_G;TX_RESP_Q042_C;TX_RESP_Q041_B;TX_RESP_Q004_E;TX_RESP_Q037_D;TX_RESP_Q043_A;TX_RESP_Q041_A;TX_RESP_Q036_C;TX_RESP_Q043_B;TX_RESP_Q015_B;TX_RESP_Q019_G;TX_RESP_Q023_G
0.061224489795918366;0.14917127071823205;1.0;0.17073170731707318;0.2894736842105263;0.15789473684210525;0.2727272727272727;0.047619047619047616;0.15625;0.16;0.21428571428571427;0.25;0.25;0.13636363636363635;0.15;0.19444444444444442;0.1128526645768025;0.06521739130434782;0.11691542288557213;0.125;0.08771929824561403;0.18095238095238098
0.9999999999999999;0.6574585635359116;0.0;0.07317073170731708;0.2631578947368421;0.22807017543859648;0.0;0.5714285714285714;0.09375;0.16;0.0;0.0625;0.36607142857142855;0.21212121212121213;0.18333333333333332;0.15740740740740738;0.5109717868338558;0.6195652173913043;0.47512437810945274;0.1875;0.12280701754385964;0.3238095238095238
0.0;0.27071823204419887;0.0;0.0975609756097561;0.07894736842105263;0.19298245614035087;0.06060606060606061;0.015873015873015872;0.28125;0.18;0.07142857142857142;0.0625;0.3214285714285714;0.19696969696969696;0.1;0.37037037037037035;0.219435736677116;0.17391304347826086;0.17661691542288557;0.21875;0.3508771929824561;0.2857142857142857
0.4897959183673469;0.47513812154696133;0.0;0.11382113821138212;0.07894736842105263;0.24561403508771928;0.0;0.12698412698412698;0.125;0.18;0.0;0.0625;0.21428571428571427;0.18181818181818182;0.08333333333333333;0.25;0.3730407523510971;0.18478260869565216;0.3009950248756219;0.0625;0.15789473684210525;0.12380952380952384
0.0;0.0055248618784530384;1.0;0.008130081300813009;0.07894736842105263;0.03508771929824561;0.030303030303030304;0.0;0.09375;0.02;0.07142857142857142;0.0625;0.0625;0.030303030303030304;0.03333333333333333;0.046296296296296294;0.012539184952978056;0.010869565217391304;0.00746268656716418;0.0625;0.05263157894736842;0.01904761904761905
0.0;0.07734806629834254;1.0;0.05691056910569106;0.13157894736842105;0.19298245614035087;0.06060606060606061;0.0;0.21875;0.2;0.14285714285714285;0.125;0.1875;0.15151515151515152;0.18333333333333332;0.19444444444444442;0.07210031347962383;0.06521739130434782;0.07213930348258707;0.0625;0.19298245614035087;0.20952380952380956
0.1020408163265306;0.2983425414364641;0.0;0.24390243902439027;0.42105263157894735;0.5438596491228069;0.2727272727272727;0.06349206349206349;0.5625;0.6;0.5;0.6875;0.6160714285714285;0.48484848484848486;0.31666666666666665;0.4907407407407407;0.2789968652037617;0.2608695652173913;0.32587064676616917;0.34375;0.47368421052631576;0.5904761904761906
0.24489795918367346;0.287292817679558;0.0;0.13008130081300814;0.2894736842105263;0.21052631578947367;0.18181818181818182;0.07936507936507936;0.09375;0.2;0.14285714285714285;0.1875;0.3214285714285714;0.15151515151515152;0.23333333333333334;0.34259259259259256;0.2915360501567398;0.19565217391304346;0.24378109452736318;0.25;0.2982456140350877;0.3333333333333333
0.061224489795918366;0.04419889502762431;1.0;0.05691056910569106;0.07894736842105263;0.07017543859649122;0.030303030303030304;0.0;0.09375;0.1;0.0;0.125;0.08035714285714285;0.18181818181818182;0.06666666666666667;0.12962962962962962;0.06269592476489028;0.043478260869565216;0.03980099502487562;0.0625;0.03508771929824561;0.0380952380952381
0.5714285714285714;0.281767955801105;0.0;0.04878048780487805;0.05263157894736842;0.14035087719298245;0.0;0.1746031746031746;0.09375;0.06;0.0;0.0;0.17857142857142855;0.10606060606060606;0.1;0.19444444444444442;0.219435736677116;0.21739130434782608;0.1691542288557214;0.15625;0.07017543859649122;0.12380952380952384
0.04081632653061224;0.03314917127071823;0.0;0.05691056910569106;0.02631578947368421;0.07017543859649122;0.06060606060606061;0.031746031746031744;0.0;0.04;0.14285714285714285;0.0625;0.026785714285714284;0.015151515151515152;0.1;0.1111111111111111;0.04702194357366771;0.010869565217391304;0.009950248756218905;0.125;0.03508771929824561;0.01904761904761905
0.02040816326530612;0.027624309392265192;0.0;0.0894308943089431;0.07894736842105263;0.07017543859649122;0.09090909090909091;0.031746031746031744;0.0625;0.04;0.07142857142857142;0.0625;0.08035714285714285;0.09090909090909091;0.06666666666666667;0.1111111111111111;0.05642633228840125;0.05434782608695652;0.03233830845771144;0.0;0.05263157894736842;0.01904761904761905
0.14285714285714285;0.3425414364640884;0.0;0.5609756097560976;0.9736842105263157;0.6842105263157894;1.0;0.23809523809523808;0.875;1.0;0.3571428571428571;0.9375;0.7232142857142857;0.8939393939393939;0.5833333333333334;0.6203703703703703;0.42006269592476486;0.34782608695652173;0.4825870646766169;0.40625;0.5087719298245614;0.523809523809524
0.04081632653061224;0.11049723756906077;0.0;0.016260162601626018;0.10526315789473684;0.12280701754385964;0.0;0.015873015873015872;0.09375;0.1;0.0;0.0;0.15178571428571427;0.15151515151515152;0.0;0.037037037037037035;0.11598746081504702;0.14130434782608695;0.12686567164179105;0.03125;0.03508771929824561;0.10476190476190478
0.36734693877551017;0.4530386740331492;0.0;0.0813008130081301;0.02631578947368421;0.22807017543859648;0.0;0.15873015873015872;0.09375;0.14;0.0;0.0625;0.11607142857142856;0.15151515151515152;0.08333333333333333;0.1111111111111111;0.3667711598746081;0.43478260869565216;0.3009950248756219;0.03125;0.08771929824561403;0.1142857142857143
0.1020408163265306;0.0718232044198895;0.0;0.05691056910569106;0.05263157894736842;0.10526315789473684;0.0;0.06349206349206349;0.125;0.06;0.07142857142857142;0.0625;0.19642857142857142;0.07575757575757576;0.1;0.1388888888888889;0.04388714733542319;0.043478260869565216;0.04975124378109453;0.0625;0.07017543859649122;0.0761904761904762
0.061224489795918366;0.16574585635359118;1.0;0.07317073170731708;0.10526315789473684;0.19298245614035087;0.030303030303030304;0.031746031746031744;0.34375;0.34;0.07142857142857142;0.1875;0.23214285714285712;0.30303030303030304;0.15;0.09259259259259259;0.15987460815047022;0.10869565217391304;0.19900497512437812;0.25;0.14035087719298245;0.26666666666666666
0.02040816326530612;0.016574585635359115;1.0;0.04878048780487805;0.13157894736842105;0.21052631578947367;0.21212121212121213;0.015873015873015872;0.03125;0.06;0.07142857142857142;0.1875;0.04464285714285714;0.015151515151515152;0.1;0.08333333333333333;0.025078369905956112;0.010869565217391304;0.00746268656716418;0.03125;0.03508771929824561;0.01904761904761905
0.02040816326530612;0.18784530386740333;1.0;0.1869918699186992;0.5;0.38596491228070173;0.09090909090909091;0.031746031746031744;0.34375;0.42;0.2857142857142857;0.1875;0.4196428571428571;0.36363636363636365;0.31666666666666665;0.24074074074074073;0.18808777429467086;0.22826086956521738;0.24378109452736318;0.40625;0.2631578947368421;0.2761904761904762
0.02040816326530612;0.1602209944751381;1.0;0.032520325203252036;0.05263157894736842;0.07017543859649122;0.06060606060606061;0.015873015873015872;0.1875;0.16;0.07142857142857142;0.0625;0.15178571428571427;0.06060606060606061;0.1;0.12962962962962962;0.10971786833855798;0.14130434782608695;0.1044776119402985;0.0625;0.14035087719298245;0.1619047619047619
0.2857142857142857;0.5082872928176796;0.0;0.04878048780487805;0.05263157894736842;0.12280701754385964;0.0;0.09523809523809523;0.0625;0.12;0.07142857142857142;0.0625;0.19642857142857142;0.09090909090909091;0.11666666666666667;0.09259259259259259;0.3730407523510971;0.5217391304347826;0.3308457711442786;0.15625;0.10526315789473684;0.14285714285714288
0.3469387755102041;0.13259668508287292;0.0;0.016260162601626018;0.0;0.017543859649122806;0.0;0.1111111111111111;0.0;0.04;0.0;0.0;0.09821428571428571;0.030303030303030304;0.1;0.06481481481481481;0.10971786833855798;0.10869565217391304;0.09203980099502487;0.0;0.03508771929824561;0.08571428571428572
0.04081632653061224;0.0718232044198895;0.0;0.024390243902439025;0.07894736842105263;0.05263157894736842;0.0;0.0;0.03125;0.06;0.0;0.0;0.17857142857142855;0.06060606060606061;0.08333333333333333;0.10185185185185185;0.04702194357366771;0.03260869565217391;0.05721393034825871;0.0625;0.03508771929824561;0.0761904761904762
0.3061224489795918;0.30386740331491713;0.0;0.0975609756097561;0.15789473684210525;0.24561403508771928;0.0;0.1111111111111111;0.09375;0.06;0.0;0.0;0.23214285714285712;0.2272727272727273;0.18333333333333332;0.21296296296296297;0.3009404388714733;0.17391304347826086;0.24378109452736318;0.21875;0.17543859649122806;0.18095238095238098
0.26530612244897955;0.15469613259668508;0.0;0.008130081300813009;0.13157894736842105;0.08771929824561403;0.0;0.06349206349206349;0.0625;0.16;0.0;0.0;0.13392857142857142;0.10606060606060606;0.06666666666666667;0.08333333333333333;0.12852664576802508;0.16304347826086957;0.12686567164179105;0.09375;0.08771929824561403;0.10476190476190478
0.08163265306122448;0.15469613259668508;0.0;0.032520325203252036;0.07894736842105263;0.07017543859649122;0.0;0.015873015873015872;0.03125;0.1;0.0;0.0;0.24107142857142855;0.10606060606060606;0.13333333333333333;0.14814814814814814;0.10031347962382445;0.10869565217391304;0.10945273631840796;0.09375;0.03508771929824561;0.04761904761904762
0.04081632653061224;0.06077348066298342;0.0;0.04878048780487805;0.23684210526315788;0.08771929824561403;0.030303030303030304;0.031746031746031744;0.0625;0.14;0.0;0.0625;0.2589285714285714;0.21212121212121213;0.18333333333333332;0.15740740740740738;0.04702194357366771;0.043478260869565216;0.07462686567164178;0.0625;0.03508771929824561;0.04761904761904762
0.26530612244897955;0.2430939226519337;0.0;0.032520325203252036;0.02631578947368421;0.10526315789473684;0.0;0.06349206349206349;0.0625;0.04;0.0;0.0625;0.15178571428571427;0.10606060606060606;0.05;0.08333333333333333;0.23824451410658307;0.19565217391304346;0.20398009950248755;0.125;0.14035087719298245;0.1904761904761905
0.12244897959183673;0.2596685082872928;0.0;0.21951219512195125;0.631578947368421;0.5263157894736842;0.3939393939393939;0.047619047619047616;0.78125;0.48;0.42857142857142855;0.3125;0.6428571428571428;0.5151515151515151;0.55;0.6944444444444444;0.2789968652037617;0.2608695652173913;0.263681592039801;0.4375;0.49122807017543857;0.40952380952380957
0.0;0.04419889502762431;1.0;0.06504065040650407;0.13157894736842105;0.15789473684210525;0.15151515151515152;0.0;0.09375;0.06;0.14285714285714285;0.1875;0.08928571428571427;0.10606060606060606;0.18333333333333332;0.16666666666666666;0.06269592476489028;0.06521739130434782;0.02736318407960199;0.09375;0.03508771929824561;0.04761904761904762
